time,h_global,h_local
0,0,0
0.0738137082601054,-0.000380710659898482,-0.000364075414706744
0.147627416520211,0,0
0.24780316344464,0,0
0.340949033391916,0.000761421319796951,0.000728150829413476
0.402460456942004,0.000253807106598981,0.000242716943137823
0.472759226713533,0.00114213197969543,0.00109222624412022
0.525483304042179,0.00393401015228426,0.00376211261863631
0.579964850615114,0.0109137055837563,0.0104368285549265
0.606326889279438,0.0115482233502538,0.0110436209127711
0.662565905096661,0.0192893401015228,0.0184464876784748
0.681898066783831,0.0243654822335025,0.0233008265412313
0.748681898066784,0.0251269035532995,0.0240289773706448
0.778558875219684,0.0266497461928934,0.0254852790294718
0.845342706502636,0.0272842639593909,0.0260920713873163
0.899824253075571,0.0288071065989848,0.0275483730461433
1.04217926186292,0.0261421319796954,0.0249998451431961
1.21265377855888,0.0253807106598985,0.0242716943137826
1.47627416520211,0.0253807106598985,0.0242716943137826
1.63971880492091,0.0253807106598985,0.0242716943137826
1.81019332161687,0.0256345177664975,0.0245144112569204
1.92442882249561,0.0253807106598985,0.0242716943137826
1.99472759226714,0.0253807106598985,0.0242716943137826
