time,h_global,h_local
0,0,0
0.0981132075471698,0,0
0.218867924528302,0.000203804347826089,0.00019151344173626
0.315094339622641,0.000135869565217391,0.000127675627824172
0.441509433962264,0.000135869565217391,0.000127675627824172
0.437735849056604,0.00461956521739131,0.00434097134602186
0.445283018867924,0.0101222826086957,0.00951183427290088
0.490566037735849,0.0119565217391304,0.0112354552485271
0.528301886792453,0.0105978260869565,0.00995869897028542
0.554716981132076,0.00835597826086956,0.00785205111118659
0.683018867924528,0.00978260869565218,0.00919264520334041
0.790566037735849,0.00978260869565218,0.00919264520334041
0.933962264150943,0.00849184782608696,0.00797972673901077
1.00377358490566,0.00815217391304348,0.00766053766945034
1.03018867924528,0.0118885869565217,0.011171617434615
1.05283018867925,0.0177309782608696,0.0166616694310545
1.14716981132075,0.0177989130434783,0.0167255072449666
1.21698113207547,0.0177309782608696,0.0166616694310545
1.3188679245283,0.0175271739130435,0.0164701559893183
1.46415094339623,0.0175951086956522,0.0165339938032303
1.58301886792453,0.0173913043478261,0.0163424803614941
1.75283018867925,0.0175271739130435,0.0164701559893183
1.89622641509434,0.0175271739130435,0.0164701559893183
1.99433962264151,0.0175271739130435,0.0164701559893183
