time,h_global,h_local
0,0,0
0.0617283950617284,0,0
0.119929453262787,0.00102272727272727,0.000972671437120041
0.17989417989418,0.000681818181818179,0.000648447624746693
0.232804232804233,0.00125,0.00118882064536894
0.282186948853616,0.000795454545454537,0.000756522228871137
0.336860670194003,0.00113636363636363,0.00108074604124449
0.375661375661376,0.00102272727272727,0.000972671437120041
0.433862433862434,0.000795454545454537,0.000756522228871137
0.483245149911816,0.000113636363636357,0.000108074604124443
0.529100529100529,0.00261363636363636,0.00248571589486233
0.569664902998236,0.00659090909090908,0.00626832703921805
0.606701940035273,0.0111363636363636,0.010591311204196
0.663139329805996,0.0175,0.0166434890351652
0.696649029982363,0.0205681818181818,0.0195615033465253
0.73721340388007,0.0238636363636364,0.0226956668661344
0.774250440917108,0.0264772727272727,0.0251813827609967
0.848324514991181,0.0279545454545455,0.0265863526146146
0.922398589065256,0.0297727272727273,0.0283155462806057
1.03880070546737,0.0304545454545455,0.0289639939053524
1.10229276895944,0.0307954545454545,0.0292882177177257
1.17636684303351,0.0307954545454545,0.0292882177177257
1.24514991181658,0.0309090909090909,0.0293962923218502
1.30864197530864,0.0304545454545455,0.0289639939053524
1.4021164021164,0.0306818181818182,0.0291801431136013
1.47266313932981,0.0302272727272727,0.0287478446971035
1.51499118165785,0.0309090909090909,0.0293962923218502
1.59259259259259,0.0303409090909091,0.028855919301228
1.71428571428571,0.0306818181818182,0.0291801431136013
1.78130511463845,0.0302272727272727,0.0287478446971035
1.85537918871252,0.0303409090909091,0.028855919301228
1.9294532627866,0.0309090909090909,0.0293962923218502
1.99823633156966,0.0307954545454545,0.0292882177177257
