x,z
0.53968476357268,0.32045871559633
0.543782837127846,0.319266055045871
0.547565674255692,0.317775229357798
0.55292469352014,0.313899082568807
0.558598949211909,0.309724770642202
0.563957968476357,0.307339449541284
0.57246935201401,0.302568807339449
0.581295971978984,0.298096330275229
0.59138353765324,0.294220183486238
0.598949211908932,0.289151376146789
0.609667250437828,0.283188073394495
0.62322241681261,0.277224770642202
0.630472854640981,0.273348623853211
0.642451838879159,0.268279816513761
0.649702276707531,0.263807339449541
0.65600700525394,0.266788990825688
0.664833625218914,0.269174311926605
0.673029772329247,0.270963302752294
0.685323992994746,0.272752293577982
0.696357267950963,0.273348623853211
0.710542907180385,0.273348623853211
0.724098073555166,0.272752293577982
0.739859894921191,0.272752293577982
0.754360770577933,0.272454128440367
0.780840630472855,0.273348623853211
0.802276707530648,0.274839449541284
0.815516637478109,0.274243119266055
0.827180385288967,0.269174311926605
0.840105078809107,0.260825688073394
0.850823117338003,0.253669724770642
0.858388791593695,0.24651376146789
0.864063047285464,0.24204128440367
0.86753064798599,0.234288990825688
0.871313485113835,0.224449541284404
0.872574430823117,0.214311926605505
0.873520140105079,0.206857798165138
0.873204903677758,0.2
