x,z
0.54,0.321949541284404
0.544098073555166,0.319564220183486
0.548826619964974,0.317477064220183
0.554816112084063,0.314495412844037
0.560175131348511,0.31151376146789
0.564903677758319,0.307637614678899
0.573099824868651,0.303165137614679
0.580035026269702,0.298990825688073
0.588546409807355,0.294518348623853
0.598318739054291,0.289151376146789
0.608721541155867,0.282889908256881
0.619124343257443,0.27841743119266
0.629527145359019,0.270963302752294
0.635831873905429,0.269174311926605
0.6430823117338,0.265
0.650332749562172,0.261123853211009
0.65600700525394,0.257545871559633
0.666725043782837,0.253073394495413
0.677443082311734,0.248899082568807
0.685954465849387,0.245022935779816
0.694781085814361,0.242935779816514
0.705814360770578,0.237866972477064
0.719054290718039,0.233990825688073
0.725674255691769,0.230412844036697
0.738598949211909,0.226238532110092
0.749947460595447,0.222362385321101
0.757513134851138,0.220871559633027
0.763187390542907,0.226834862385321
0.767915936952715,0.235481651376147
0.773274956217163,0.242637614678899
0.778949211908932,0.247110091743119
0.785253940455342,0.251880733944954
0.792189141856392,0.257247706422018
0.804168126094571,0.261123853211009
0.813309982486865,0.262614678899082
0.821506129597198,0.263211009174312
0.831278458844133,0.262912844036697
0.838844133099825,0.261123853211009
0.847670753064799,0.256949541284404
0.854290718038529,0.253371559633027
0.86122591943958,0.247110091743119
0.865008756567426,0.24204128440367
0.868791593695272,0.234885321100917
0.872889667250438,0.226834862385321
0.874781085814361,0.217591743119266
0.877618213660245,0.209839449541284
0.878563922942207,0.200894495412844
0.889597197898424,0.2
0.898739054290718,0.200298165137615
