x_extract,x,z_extract,z
0.455699020480855,0.465037020480855,0.38,0.374571
0.460685663401603,0.470023663401603,0.375384615384615,0.369955615384615
0.468521816562778,0.477859816562778,0.36993006993007,0.36450106993007
0.478138913624221,0.487476913624221,0.362377622377622,0.356948622377622
0.489536954585931,0.498874954585931,0.353566433566434,0.348137433566434
0.49986642920748,0.50920442920748,0.347272727272727,0.341843727272727
0.509483526268923,0.518821526268923,0.341398601398601,0.335969601398601
0.526580587711487,0.535918587711487,0.331328671328671,0.325899671328671
0.535841495992876,0.545179495992876,0.323776223776224,0.318347223776224
0.5486642920748,0.5580022920748,0.317482517482517,0.312053517482517
0.563624220837044,0.572962220837044,0.309510489510489,0.304081489510489
0.578584149599288,0.587922149599288,0.298601398601399,0.293172398601399
0.593900267141585,0.603238267141585,0.291468531468531,0.286039531468531
0.604585930543188,0.613923930543188,0.286013986013986,0.280584986013986
0.611353517364203,0.620691517364203,0.288951048951049,0.283522048951049
0.617764915405165,0.627102915405165,0.299020979020979,0.293591979020979
0.621682991985753,0.631020991985753,0.305314685314685,0.299885685314685
0.628450578806768,0.637788578806768,0.306573426573427,0.301144426573427
0.635218165627783,0.644556165627783,0.303216783216783,0.297787783216783
0.642341941228851,0.651679941228851,0.300699300699301,0.295270300699301
0.647328584149599,0.656666584149599,0.296083916083916,0.290654916083916
0.649109528049866,0.658447528049866,0.288531468531468,0.283102468531468
0.650178094390027,0.659516094390027,0.27972027972028,0.27429127972028
0.651959038290294,0.661297038290294,0.268391608391608,0.262962608391608
0.655520926090828,0.664858926090828,0.260839160839161,0.255410160839161
0.666206589492431,0.675544589492431,0.257062937062937,0.251633937062937
0.679385574354408,0.688723574354408,0.252027972027972,0.246598972027972
0.696838824577026,0.706176824577026,0.244475524475524,0.239046524475524
0.709661620658949,0.718999620658949,0.239020979020979,0.233591979020979
0.733526268922529,0.742864268922529,0.229370629370629,0.223941629370629
0.748130008904719,0.757468008904719,0.226433566433566,0.221004566433566
0.759171861086376,0.768509861086376,0.222237762237762,0.216808762237762
0.771994657168299,0.781332657168299,0.218461538461538,0.213032538461538
0.788379341050757,0.797717341050757,0.212587412587413,0.207158412587413
0.797640249332146,0.806978249332146,0.21006993006993,0.20464093006993
0.807969723953695,0.817307723953695,0.207972027972028,0.202543027972028
0.820792520035619,0.830130520035619,0.202937062937063,0.197508062937063
0.833971504897596,0.843309504897596,0.2,0.194571
0.840382902938557,0.849720902938557,0.19958041958042,0.19415141958042
0.85,0.859338,0.20041958041958,0.19499058041958
