time,h_global,h_local
0,-0.000102564102564102,-9.90693155168274E-05
0.0933098591549296,-0.000307692307692307,-0.000297207946550482
0.367957746478873,-0.000307692307692307,-0.000297207946550482
0.570422535211268,-0.000307692307692307,-0.000297207946550482
0.568661971830986,0.00615384615384616,0.00594415893100965
0.59330985915493,0.0116923076923077,0.0112939019689183
0.632042253521127,0.0182564102564103,0.0176343381619953
0.681338028169014,0.0183589743589744,0.0177334074775121
0.76056338028169,0.022974358974359,0.0221915266757694
0.825704225352113,0.0270769230769231,0.0261542992964425
0.876760563380282,0.0271794871794872,0.0262533686119593
0.945422535211268,0.0273846153846154,0.026451507242993
0.985915492957746,0.026974358974359,0.0260552299809256
1.03345070422535,0.0292307692307692,0.0282347549222959
1.13732394366197,0.029025641025641,0.0280366162912622
1.33098591549296,0.0287179487179487,0.0277394083447117
1.51056338028169,0.0285128205128205,0.0275412697136781
1.68661971830986,0.0285128205128205,0.0275412697136781
1.90140845070423,0.0282051282051282,0.0272440617671276
1.99823943661972,0.0281025641025641,0.0271449924516107
