time,h_global,h_local
0,0,0
0.0431266846361186,0,0
0.0934411500449236,0,0
0.147349505840072,5.16795865633038E-05,4.4755834820898E-05
0.203054806828392,0.000103359173126615,8.9511669641802E-05
0.271338724168913,0,0
0.305480682839173,0.000103359173126615,8.9511669641802E-05
0.323450134770889,0.00149870801033591,0.00129791920980613
0.339622641509434,0.00258397932816537,0.00223779174104506
0.370170709793351,0.00351421188630491,0.00304339676782128
0.388140161725067,0.00501291989664083,0.00434131597762742
0.404312668463612,0.00733850129198967,0.00635532854456798
0.436657681940701,0.00883720930232558,0.00765324775437411
0.451033243486074,0.00950904392764858,0.00823507360704583
0.472596585804133,0.0113695090439277,0.00984628366059827
0.515723270440252,0.0125064599483204,0.0108309120266581
0.539083557951483,0.012609819121447,0.0109204236962999
0.578616352201258,0.0130749354005168,0.011323226209688
0.619946091644205,0.0128165374677003,0.0110994470355835
0.646900269541779,0.012764857881137,0.0110546912007626
0.681042228212039,0.0128682170542636,0.0111442028704044
0.745732255166217,0.0127131782945736,0.0110099353659417
0.779874213836478,0.012093023255814,0.0104728653480909
0.819407008086253,0.0111111111111111,0.00962250448649377
0.849955076370171,0.0101291989664083,0.00877214362489664
0.898472596585804,0.00909560723514212,0.00787702692847862
0.921832884097035,0.00863049095607235,0.0074742244150905
0.957771787960467,0.00718346253229974,0.00622106104010527
1.00988319856244,0.00604651162790698,0.00523643267404544
1.05660377358491,0.00578811369509044,0.00501265349994094
1.09793351302785,0.00542635658914729,0.00469936265619463
1.14106019766397,0.00537467700258398,0.00465460682137373
1.18238993710692,0.00527131782945737,0.00456509515173193
1.21832884097035,0.00501291989664083,0.00434131597762742
1.25606469002695,0.00439276485788114,0.0038042459597766
1.29919137466307,0.00418604651162791,0.003625222620493
1.34411500449236,0.00428940568475452,0.0037147342901348
1.38903863432165,0.00392764857881137,0.0034014434463885
1.43575920934412,0.00356589147286821,0.00308815260264218
1.48787061994609,0.00366925064599483,0.00317766427228399
1.53099730458221,0.00320413436692506,0.00277486175889588
1.57053009883199,0.00320413436692506,0.00277486175889588
1.6136567834681,0.00366925064599483,0.00317766427228399
1.64600179694519,0.00377260981912145,0.00326717594192579
1.67654986522911,0.00351421188630491,0.00304339676782128
1.7088948787062,0.0034108527131783,0.00295388509817948
1.76819407008086,0.0034108527131783,0.00295388509817948
1.8292902066487,0.00330749354005168,0.00286437342853768
1.87601078167116,0.00351421188630491,0.00304339676782128
1.89577717879605,0.00377260981912145,0.00326717594192579
1.92093441150045,0.0034108527131783,0.00295388509817948
1.95327942497754,0.00361757105943153,0.00313290843746309
1.97663971248877,0.00325581395348837,0.00281961759371678
1.99820305480683,0.00315245478036176,0.00273010592407498
